,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기
75109,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_201932717507380_OtherCurrentAssets,선급비용,472617730.0
75110,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_201932717508101_OtherCurrentAssets,기타의당좌자산,279553950.0
75123,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_2019327175634356_OtherNoncurrentFinancialAssets,장기금융자산,184000000.0
75143,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_20193271812378_IntangibleAssetsOtherThanGoodwill,회원권,201315300.0
75146,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_201932718141450_OtherNonCurrentAssets,보증금,98461600.0
75156,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_201932885547277_OtherCurrentLiabilities,선수금,1039558600.0
75157,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_201932885548541_OtherCurrentLiabilities,예수금,25982116.0
75158,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_2020323191621679_OtherCurrentLiabilities,부가세예수금,
75160,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_2019327183113104_CurrentProvisions,유동성장기사채,
75164,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_201981102714881_CurrentLeaseLiabilities,리스부채,144204400.0
75174,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_20198110305596_NoncurrentLeaseLiabilities,리스부채,224862450.0
75181,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_20193289112618_EquityAbstract,자본조정,-13598362000.0
75183,[019490],하이트론씨스템즈,유가증권시장상장법인,265,영상 및 음향기기 제조업,12,2019-12-31,사업보고서,KRW,entity00156150_udf_BS_2019328924473_EquityAbstract,이익잉여금,-17578805000.0
75303,[004590],한국가구,코스닥시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00156442_udf_BS_20188817824674_NoncurrentAssets,기타채권,423016260.0
75304,[004590],한국가구,코스닥시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00156442_udf_BS_2020324144552872_NoncurrentAssets,매도가능금융자산,0.0
75344,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_2020324116510_OtherCurrentFinancialAssets,유동당기손익인식금융자산,
75360,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_2018510133728712_CurrentAssets,단기계약자산,6001402400.0
75370,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_2020323212841498_OtherCurrentAssets,유동온실가스배출권,174550000.0
75371,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_2018510134352408_OtherCurrentAssets,기타유동비금융자산,1033905640000.0
75372,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_201889125919134_CurrentAssets,매각예정또는소유주분배예정자산집단,
75373,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_201889125935661_udf_BS_201889125919134_CurrentAssets,매각예정자산집단,
75423,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_20188913535388_PropertyPlantAndEquipment,입목,52155142000.0
75462,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_201851013565812_OtherNonCurrentAssets,기타비유동비금융자산,469252770000.0
75471,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_20188913859420_TradeAndOtherCurrentPayables,기타유동채무,2785349600.0
75473,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_202032411950209_OtherCurrentFinancialLiabilities,유동당기손익인식금융부채,
75480,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_201851014230537_CurrentLiabilities,단기계약부채,31586100000.0
75482,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_201851014251576_CurrentLiabilities,유동비금융부채,231292270000.0
75486,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_20185101431769_udf_BS_201851014251576_CurrentLiabilities,이연정부보조금수익,41294976.0
75487,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_20185101432985_udf_BS_201851014251576_CurrentLiabilities,기타유동비금융부채,196723470000.0
75491,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_20193279322644_CurrentProvisions,온실가스배출충당부채,9686201000.0
75498,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_202032412351406_LongTermTradeAndOtherNonCurrentPayables,기타비유동채무,
75507,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_20185101411887_OtherNonCurrentLiabilities,장기이연정부보조금수익,282202100.0
75508,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_201851014119479_OtherNonCurrentLiabilities,장기이연공사부담금수익,2734491100.0
75509,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_2018510141110359_OtherNonCurrentLiabilities,기타비유동비금융부채,45857874000.0
75515,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_201851015176106_NoncurrentProvisions,장기금융보증충당부채,10522192000.0
75520,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_2018510153022627_EquityAbstract,납입자본,1765112800000.0
75523,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_201851015304435_EquityAbstract,이익잉여금,5397707500000.0
75526,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_2018510153131475_udf_BS_201851015304435_EquityAbstract,미처분이익잉여금,1166956300000.0
75527,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_2018510153049555_EquityAbstract,신종자본증권,
75532,[036460],한국가스공사,유가증권시장상장법인,352,연료용 가스 제조 및 배관공급업,12,2019-12-31,사업보고서,KRW,entity00261285_udf_BS_2018510153151170_udf_BS_2018510153050691_EquityAbstract,기타자본,693876900000.0
75540,[039340],한국경제TV,코스닥시장상장법인,602,텔레비전 방송업,12,2019-12-31,사업보고서,KRW,entity00263371_udf_BS_2017117134215490_CurrentAssets,금융기관예치금,30644148000.0
75541,[039340],한국경제TV,코스닥시장상장법인,602,텔레비전 방송업,12,2019-12-31,사업보고서,KRW,entity00263371_udf_BS_2020323183413268_CurrentAssets,당기손익인식금융자산,0.0
75544,[039340],한국경제TV,코스닥시장상장법인,602,텔레비전 방송업,12,2019-12-31,사업보고서,KRW,entity00263371_udf_BS_201711713431024_CurrentAssets,기타수취채권,2102989700.0
75548,[039340],한국경제TV,코스닥시장상장법인,602,텔레비전 방송업,12,2019-12-31,사업보고서,KRW,entity00263371_udf_BS_2017117134438248_NoncurrentAssets,금융기관예치금,0.0
75549,[039340],한국경제TV,코스닥시장상장법인,602,텔레비전 방송업,12,2019-12-31,사업보고서,KRW,entity00263371_udf_BS_2020323183747244_NoncurrentAssets,장기투자증권,0.0
75550,[039340],한국경제TV,코스닥시장상장법인,602,텔레비전 방송업,12,2019-12-31,사업보고서,KRW,entity00263371_udf_BS_20171171346339_NoncurrentAssets,기타수취채권,49150020000.0
75566,[039340],한국경제TV,코스닥시장상장법인,602,텔레비전 방송업,12,2019-12-31,사업보고서,KRW,entity00263371_udf_BS_20198917188635_CurrentLiabilities,리스부채,572522300.0
75570,[039340],한국경제TV,코스닥시장상장법인,602,텔레비전 방송업,12,2019-12-31,사업보고서,KRW,entity00263371_udf_BS_201989171830714_NoncurrentLiabilities,리스부채,5223906300.0
75709,[025540],한국단자공업,유가증권시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2019-12-31,사업보고서,KRW,entity00157070_udf_BS_2019118161836734_CurrentAssets,기타수취채권,8471540700.0
75732,[025540],한국단자공업,유가증권시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2019-12-31,사업보고서,KRW,entity00157070_udf_BS_201911816483243_CurrentLiabilities,유동성리스부채,284688960.0
75742,[222980],한국맥널티,코스닥시장상장법인,107,기타 식품 제조업,12,2019-12-31,사업보고서,KRW,entity00579139_udf_BS_201711821122792_CurrentAssets,기타수취채권,77744480.0
75749,[222980],한국맥널티,코스닥시장상장법인,107,기타 식품 제조업,12,2019-12-31,사업보고서,KRW,entity00579139_udf_BS_201711821410923_NoncurrentAssets,비유동기타수취채권,315616000.0
75760,[222980],한국맥널티,코스닥시장상장법인,107,기타 식품 제조업,12,2019-12-31,사업보고서,KRW,entity00579139_udf_BS_20171182191635_CurrentLiabilities,기타지급채무,3641644000.0
75802,[004090],한국석유공업,유가증권시장상장법인,239,기타 비금속 광물제품 제조업,12,2019-12-31,사업보고서,KRW,entity00157991_udf_BS_202031711213416_CurrentLiabilities,유동성리스부채,1164561000.0
75808,[004090],한국석유공업,유가증권시장상장법인,239,기타 비금속 광물제품 제조업,12,2019-12-31,사업보고서,KRW,entity00157991_udf_BS_2020317112133680_NoncurrentLiabilities,장기리스부채,2046937500.0
75833,[025550],한국선재,코스닥시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00158015_udf_BS_2018598493609_NoncurrentAssets,기타포괄손익-공정가치측정금융자산,10129350000.0
75867,[002200],한국수출포장공업,유가증권시장상장법인,172,"골판지, 종이 상자 및 종이 용기 제조업",12,2019-12-31,사업보고서,KRW,entity00158112_udf_BS_202021910011481_CurrentAssets,단기매출채권,46131376000.0
75874,[002200],한국수출포장공업,유가증권시장상장법인,172,"골판지, 종이 상자 및 종이 용기 제조업",12,2019-12-31,사업보고서,KRW,entity00158112_udf_BS_202021982738357_NoncurrentAssets,당기손익공정가치측정금융자산,28700000.0
75875,[002200],한국수출포장공업,유가증권시장상장법인,172,"골판지, 종이 상자 및 종이 용기 제조업",12,2019-12-31,사업보고서,KRW,entity00158112_udf_BS_202021917539731_NoncurrentAssets,매도가능금융자산,0.0
75880,[002200],한국수출포장공업,유가증권시장상장법인,172,"골판지, 종이 상자 및 종이 용기 제조업",12,2019-12-31,사업보고서,KRW,entity00158112_udf_BS_20202198318762_NoncurrentAssets,공동영업자산,48027188.0
75913,[023890],한국아트라스비엑스,코스닥시장상장법인,282,일차전지 및 축전지 제조업,12,2019-12-31,사업보고서,KRW,entity00159290_udf_BS_202033014434701_CurrentAssets,당기손익-공정가치금융자산,892588200.0
75919,[023890],한국아트라스비엑스,코스닥시장상장법인,282,일차전지 및 축전지 제조업,12,2019-12-31,사업보고서,KRW,entity00159290_udf_BS_201971320191818_NoncurrentAssets,기타포괄손익-공정가치금융자산,283997200.0
75921,[023890],한국아트라스비엑스,코스닥시장상장법인,282,일차전지 및 축전지 제조업,12,2019-12-31,사업보고서,KRW,entity00159290_udf_BS_2019723132226551_NoncurrentAssets,당기손익-공정가치금융자산,11500000.0
75935,[023890],한국아트라스비엑스,코스닥시장상장법인,282,일차전지 및 축전지 제조업,12,2019-12-31,사업보고서,KRW,entity00159290_udf_BS_20198714214741_CurrentLiabilities,충당부채,563429500.0
75940,[023890],한국아트라스비엑스,코스닥시장상장법인,282,일차전지 및 축전지 제조업,12,2019-12-31,사업보고서,KRW,entity00159290_udf_BS_201987142212958_NoncurrentLiabilities,기타금융부채,3589976600.0
75972,[017890],한국알콜,코스닥시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00158565_udf_BS_202031613348116_CurrentAssets,기타금융자산,18000000.0
75990,[017890],한국알콜,코스닥시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00158565_udf_BS_20198516479159_PropertyPlantAndEquipment,감가상각누계액(사용권자산),29864434.0
76002,[017890],한국알콜,코스닥시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00158565_udf_BS_201873116546224_OtherNoncurrentFinancialAssets,임차보증금,214185700.0
76017,[017890],한국알콜,코스닥시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00158565_udf_BS_2020310163742608_CurrentLiabilities,통화선도부채,32225358.0
76111,[015760],한국전력공사,유가증권시장상장법인,351,전기업,12,2019-12-31,사업보고서,KRW,entity00159193_udf_BS_202032716333964_NoncurrentAssets,순확정급여자산,1047000000.0
76150,[063570],한국전자금융,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00363769_udf_BS_2019320101259215_CurrentAssets,계약자산,908138900.0
76172,[063570],한국전자금융,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00363769_udf_BS_201932010174968_CurrentLiabilities,계약부채,2809731300.0
76174,[063570],한국전자금융,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00363769_udf_BS_2017113133857619_CurrentLiabilities,단기사채,24826974000.0
76200,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_20171110104615371_CurrentAssets,기타금융자산,7657813000.0
76202,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_20171110104437346_CurrentAssets,기타수취채권,377442080.0
76206,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_2020325165943983_NoncurrentAssets,매도가능금융자산,
76207,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_201932017953550_NoncurrentAssets,공정가치측정금융자산,2334194400.0
76208,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_2017111010502553_NoncurrentAssets,기타수취채권,1078870700.0
76211,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_20171110105246360_NoncurrentAssets,무형자산,484139040.0
76216,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_20171110105354633_CurrentLiabilities,매입채무,1206408600.0
76217,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_20171110105419351_CurrentLiabilities,기타지급채무,1796503800.0
76218,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_2019811182118933_CurrentLiabilities,리스부채,212066900.0
76221,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_20171110105635830_NoncurrentLiabilities,순확정급여부채,327344480.0
76224,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_20171110105842236_EquityAbstract,지배기업소유주지분,40490295000.0
76227,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_2017111011813561_udf_BS_20171110105842236_EquityAbstract,자본조정,-4199727900.0
76229,[041460],한국전자인증,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00361169_udf_BS_2017111011832969_udf_BS_20171110105842236_EquityAbstract,이익잉여금,26272193000.0
76262,[006200],한국전자홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159254_udf_BS_201832510310825_NoncurrentLiabilities,확정급여부채,9145724000.0
76264,[006200],한국전자홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159254_udf_BS_201711884532695_NoncurrentLiabilities,금융보증부채,73366910.0
76281,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_202031818183667_CurrentAssets,단기매매금융자산,
76284,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_2017118172158898_CurrentAssets,기타금융자산,2168059100.0
76288,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_2020318181922192_NoncurrentAssets,매도가능금융자산,
76289,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_201937154743314_NoncurrentAssets,기타포괄손익-공정가치금융자산,389747000.0
76290,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_2019318131529955_NoncurrentAssets,당기손익-공정가치금융자산,1588987600.0
76291,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_20171181525925_NoncurrentAssets,관계기업투자,12013697000.0
76295,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_201711815420840_NoncurrentAssets,장기기타금융자산,758212000.0
76301,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_201711815723913_CurrentLiabilities,기타금융부채,1792531800.0
76304,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_202031818208336_NoncurrentLiabilities,장기매입채무및기타비유동부채,
76305,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_2017118151053385_NoncurrentLiabilities,퇴직급여채무,2717687300.0
76306,[039740],한국정보공학,코스닥시장상장법인,467,기타 전문 도매업,12,2019-12-31,사업보고서,KRW,entity00261957_udf_BS_2017118151115608_NoncurrentLiabilities,장기기타금융부채,1431723600.0
76404,[025770],한국정보통신,코스닥시장상장법인,612,전기 통신업,12,2019-12-31,사업보고서,KRW,entity00159342_udf_BS_202031995626851_CurrentLiabilities,지급보증충당부채,3345207000.0
76473,[009540],한국조선해양,유가증권시장상장법인,311,선박 및 보트 건조업,12,2019-12-31,사업보고서,KRW,entity00164830_udf_BS_2020227103037840_CurrentAssets,계약자산,4729633000000.0
76499,[009540],한국조선해양,유가증권시장상장법인,311,선박 및 보트 건조업,12,2019-12-31,사업보고서,KRW,entity00164830_udf_BS_202022710380356_CurrentLiabilities,계약부채,2463824300000.0
76506,[009540],한국조선해양,유가증권시장상장법인,311,선박 및 보트 건조업,12,2019-12-31,사업보고서,KRW,entity00164830_udf_BS_20203983652562_CurrentLiabilities,매각예정부채,
76512,[009540],한국조선해양,유가증권시장상장법인,311,선박 및 보트 건조업,12,2019-12-31,사업보고서,KRW,entity00164830_udf_BS_2020227104417423_NoncurrentLiabilities,장기계약부채,23580793000.0
76524,[009540],한국조선해양,유가증권시장상장법인,311,선박 및 보트 건조업,12,2019-12-31,사업보고서,KRW,entity00164830_udf_BS_2020227105629213_EquityAttributableToOwnersOfParent,신종자본증권,
76535,[000970],한국주철관공업,유가증권시장상장법인,241,1차 철강 제조업,3,2019-03-31,사업보고서,KRW,entity00159573_udf_BS_20171110145846238_CurrentAssets,당기손익인식금융자산,
76537,[000970],한국주철관공업,유가증권시장상장법인,241,1차 철강 제조업,3,2019-03-31,사업보고서,KRW,entity00159573_udf_BS_2019624171329382_CurrentAssets,만기보유금융자산,
76539,[000970],한국주철관공업,유가증권시장상장법인,241,1차 철강 제조업,3,2019-03-31,사업보고서,KRW,entity00159573_udf_BS_2017111015036985_CurrentAssets,기타채권,700538500.0
76545,[000970],한국주철관공업,유가증권시장상장법인,241,1차 철강 제조업,3,2019-03-31,사업보고서,KRW,entity00159573_udf_BS_20171110156223_NoncurrentAssets,비유동기타채권,13924867000.0
76555,[000970],한국주철관공업,유가증권시장상장법인,241,1차 철강 제조업,3,2019-03-31,사업보고서,KRW,entity00159573_udf_BS_20171110151344577_CurrentLiabilities,기타채무,3981804000.0
76557,[000970],한국주철관공업,유가증권시장상장법인,241,1차 철강 제조업,3,2019-03-31,사업보고서,KRW,entity00159573_udf_BS_2017111021655748_CurrentLiabilities,기타금융부채,534960320.0
76563,[000970],한국주철관공업,유가증권시장상장법인,241,1차 철강 제조업,3,2019-03-31,사업보고서,KRW,entity00159573_udf_BS_20171110151517340_NoncurrentLiabilities,확정급여부채,5831189000.0
76564,[000970],한국주철관공업,유가증권시장상장법인,241,1차 철강 제조업,3,2019-03-31,사업보고서,KRW,entity00159573_udf_BS_201711102124026_NoncurrentLiabilities,기타금융부채(비유동),57000000.0
76565,[000970],한국주철관공업,유가증권시장상장법인,241,1차 철강 제조업,3,2019-03-31,사업보고서,KRW,entity00159573_udf_BS_20171110151535309_NoncurrentLiabilities,충당부채(비유동),
76583,[017960],한국카본,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00159795_udf_BS_2019812175536187_CurrentAssets,단기대여금및기타수취채권,9704010000.0
76590,[017960],한국카본,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00159795_udf_BS_201882132430576_AssetsAbstract,매각예정자산,688418800.0
76593,[017960],한국카본,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00159795_udf_BS_2019812175911554_NoncurrentAssets,장기대여금및기타수취채권,1049077200.0
76595,[017960],한국카본,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00159795_udf_BS_20191111103647532_NoncurrentAssets,당기손익-공정가치측정금융자산,7685189600.0
76617,[017960],한국카본,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00159795_udf_BS_2019111111727864_CurrentLiabilities,유동성장기부채,985670000.0
76627,[017960],한국카본,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00159795_udf_BS_2019321134534850_LiabilitiesAbstract,매각예정부채,9662900.0
76635,[017960],한국카본,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2019-12-31,사업보고서,KRW,entity00159795_udf_BS_2020327174342807_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄-공정가치측정금융자산평가손익,-3390083800.0
76693,[050540],한국코퍼레이션,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00302078_udf_BS_20203252046481_CurrentAssets,당기손익-공정가치금융자산,0.0
76694,[050540],한국코퍼레이션,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00302078_udf_BS_2020325204027725_CurrentAssets,매도가능금융자산,0.0
76703,[050540],한국코퍼레이션,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00302078_udf_BS_2020325203440849_NoncurrentAssets,매도가능금융자산,0.0
76704,[050540],한국코퍼레이션,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00302078_udf_BS_201858114255487_NoncurrentAssets,기타포괄손익-공정가치금융자산,13895698000.0
76712,[050540],한국코퍼레이션,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00302078_udf_BS_2020325184538666_NoncurrentAssets,파생금융상품자산,0.0
76728,[050540],한국코퍼레이션,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00302078_udf_BS_2018425185543711_NoncurrentLiabilities,복구충당부채,2392677400.0
76735,[050540],한국코퍼레이션,코스닥시장상장법인,759,기타 사업지원 서비스업,12,2019-12-31,사업보고서,KRW,entity00302078_udf_BS_2018425185654429_EquityAttributableToOwnersOfParent,기타불입자본,50158180000.0
76748,[161890],한국콜마,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00939331_udf_BS_20191111161642543_CurrentAssets,반품권자산,4935170000.0
76761,[161890],한국콜마,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00939331_udf_BS_20195216391231_NoncurrentAssets,순확정급여자산,2634667800.0
76777,[161890],한국콜마,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-12-31,사업보고서,KRW,entity00939331_udf_BS_20181030152623137_NoncurrentLiabilities,복구충당부채,2437274600.0
